遞ｮ逶ｮ,No.,名前,年,年代区分,名前,エントリータイム,性別,距離,種目,,,,
200m IndivdualMedleyWomen,29,BAT HG E  I l k a,1996,25-29,W FR.B IE LE FE LD1922,02:33.3,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,30,SI MONOVA Va r v a r a,2000,25-29,NA B,02:32.5,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,31,VAN J AARSVELD Ma r i z e l,1999,25-29,A M E RICA NE NE RGYS W IM CLUB,02:30.9,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,32,HE L L E NS CHMI DT  J a n a  Ka t h a,1999,25-29,S CW E S CHB ORN,02:30.8,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,33,BURT O N I s o b e l l a  Al e x a n d r,2000,25-29,T RA FFORDM E T ROB ORS C,02:30.2,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,34,PUGACHEVA Re gi na,1998,25-29,NA B,02:30.0,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,35,IBELL Kady,1996,25-29,T S A M A S T E RS,02:29.4,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,36,GARBUZ  Al i n a,1997,25-29,NA B,02:28.8,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,37,OKOS  Gl o r i a,1999,25-29,HOD-T RIA T LONE S OT T US A S E,02:28.0,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,38,RAMAE L  Ma a i k e,1996,25-29,GROOT B E V E RS E ZW E M CLUB,02:24.8,Women,200m,IndivdualMedley,,,,
200m IndivdualMedleyWomen,39,RI Z Z E T T O  S a r a,1999,25-29,S CW E S CHB ORN,02:22.7,Women,200m,IndivdualMedley,,,,
400m IndividualMedleyWomen,1,RO BE RT S  Ma r g a r e t,1937,85-89,DA RW INS T INGE RS M A S T E RS S C,14:07.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,BURT O N Ka y,1939,85-89,B LUE M OUNT A INS P HOE NIXA S,13:38.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,SAVI ANE Ani t a  Ba r ba r a,1943,80-84,S UT HE RLA NDS A NDB E RNM A S T E RS S C,11:25.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,BARNE A Da n i e l a,1944,80-84,M E NLOM A S T E RS,08:16.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,SAKAGUCHI  Mot ok o,1948,75-79,M E GA LOS M A CHIDA,10:37.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,PHI LLI PS Na r e l l e,1947,75-79,B E LGRA V IA M A S T E RS S W IM T E A M,09:03.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,KANJ ANAP ANG KA P o p c h o l p o n,1955,70-74,P RA CHA NIW E T S W IM M ING,11:24.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,CO S T A Ma r g a r i d a,1951,70-74,D' S T A K A CA DE M IA,10:59.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,SNELL Li nda,1951,70-74,W E S T M OUNT YM CA M N,10:26.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,VASCONCELOS Cr i s t i na,1955,70-74,D' S T A K A CA DE M IA,10:19.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,CO URT O I S  L i n a,1951,70-74,M A IT RE S A CONT RE -COURA NT,09:35.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,WE I N Z I E R L  B r i g i t t e,1952,70-74,S V LOHHOF,09:31.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,BUCHANAN L e s l e y  Cl a i r e,1951,70-74,NORT HS HORE M A S T E RS S C,09:17.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,MA T T H E WS  J o a n n a,1955,70-74,NOOS A M A S T E RS S W IM M INGCLUB,08:32.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,ZHE NG Ke x i n,1955,70-74,S HA NGHA IS W IM S T A RS C,08:25.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,CANAV AL  L ANDAZ URI  An a  Ma,1951,70-74,CT LA S T E RRA ZA S M IRA FLORE S,08:24.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,YOQUET Vi v i a na  Lui s a,1955,70-74,NA T A CIONA RGE NT INA M A S T E R,08:15.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,RUS S E L L  Ca r o l,1952,70-74,COOGE E -RA NDW ICK M A S T E RS W .,08:07.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,SATO J unk o,1954,70-74,RYOGOK UK INGYO,07:40.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,VACA La ur a,1953,70-74,A CUA T ICA NE LS ONV A RGA S,06:50.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,BO I V I N J a n i n e,1960,65-69,CA M ONA T A T ION,08:42.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,DA CO S T A L e a n n e,1960,65-69,COFFS HA RB OURM A S T E RS S W .,08:38.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,CO L L I NS  De b b i e,1959,65-69,NORT HS HORE M A S T E RS,08:22.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,CRO L L I CK T h e r e s e,1957,65-69,S W IM FA S T M A S T E RS,08:20.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,MI N A MI  Mi y o k o,1958,65-69,T HE S T A R,08:10.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,DE  V E RG ARA Ro c i o,1960,65-69,C.N.V ILLA LB A,08:08.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,OHAS HI  Ke i k o,1960,65-69,IT OM A NYOK OS UK A,08:03.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,LARE O DE  AZOZ E di t h Ma r g,1959,65-69,CLUB M A S T E RV A LE NCIA,08:01.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,ME H ME D  L a u r a  L i l i a n a,1958,65-69,NA T A CIONA RGE NT INA M A S T E R,08:00.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,ESCUTI A Ana  Ma r i a  Ma gda l,1957,65-69,NA T A CIONA RGE NT INA M A S T E R,07:57.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,MO R R I S S E Y  A n n e,1960,65-69,A E RLINGUS M A S T E RS,07:55.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,JAGER Dor ot hea,1957,65-69,US V T UDRE S DE N,07:53.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,SMYTH Anne,1960,65-69,T UGGE RA NONGM A S T E RS S W .A CT,07:34.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,VALENCI A Ma r c e l a,1957,65-69,CLUB CA M P E S T RE LOS A RRA YA NE S,07:18.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,15,BRO WN De n i s e,1959,65-69,M ICHIGA NM A S T E RS,07:14.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,16,WI G L E Y  M o i r a,1959,65-69,DA RW INB UFFA LOE S S CM A S T E RS,07:14.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,17,MA C I E R Z E WS K A  A g n i e s z k a,1960,65-69,K LUB S P ORT OW YK ORONA 1919,07:05.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,18,ISEPPI Esther,1958,65-69,S P E NCE RS W IM T E A M,06:47.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,19,CAS T RO  NE RI  L e t i c i a,1960,65-69,CORA LS P RINGS M A S T E RS,06:46.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,20,HE AT H Ama n d a,1957,65-69,S P E NCE RS W IM T E A M,06:34.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,WA N G  M i n,1962,60-64,S W ORDFIS HCLUB,09:00.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,FUJ I WARA Nor i k o,1963,60-64,DA S HM A E B A S HI,08:40.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,OKADA Hi r o mi,1963,60-64,COP INB E LL,08:36.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,FARME R Al i s on Ma r ga r e t,1965,60-64,CLA RE M ONT M A S T E RS,07:55.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,GRUS KA J e s o n i,1962,60-64,RODRIGONUOT OT RIV INOA E,07:49.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,PUFFI NG Da gma r,1962,60-64,A T US J UDE NB URG,07:38.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,WA L K E R  B l a n,1963,60-64,A E RLINGUS M A S T E RS,07:36.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,HE RE DI A G r a c i e l a,1964,60-64,NA T A CIONA RGE NT INA M A S T E R,07:25.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,LI NDO Fa t i ma,1962,60-64,CNP LA N-LE S -OUA T E S,07:20.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,BI T T ANT E  E ma n u e l a,1961,60-64,ONDA B LUS .C.S .A R.L.,07:12.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,ECKERMANN Ha na,1963,60-64,T J B OHE M IA NS P RA HA,07:04.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,RO G E RS  S a n d r a,1964,60-64,S E A S IDE P IRA T E S,07:04.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,MA U T E  G e r l i n d e,1963,60-64,S GS T A DT W E RK E M UNCHE N,07:02.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,DRE S S L E R An n e ma r i e,1964,60-64,COE LA CA NT HM S C,07:00.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,15,BUL MAN Ro b i n,1965,60-64,S A NT A ROS A M A S T E RS,06:56.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,16,PREY- LUEDTKE Sha r i l l,1964,60-64,LINCOLNM A S T E RS A NDOT HE RS,06:55.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,17,KARA J o h a n n a,1965,60-64,E S P OONK ILP A UINT I,06:53.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,18,FLORE S  Moni c a,1963,60-64,CLUB CA S A B LA NCA,06:40.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,19,VANTSI  Me r l e,1965,60-64,M E IS T E RUJ UM IS E U-K LUB I,06:36.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,20,BE V I NG  Ch r i s t i n e,1964,60-64,CNV IRY-CHA T ILLON,06:17.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,VARADY J udi t,1967,55-59,T OROK B A LINT IS E NIORUS ZOCLUB,08:58.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,GI ORDANI  S a r a,1970,55-59,CIT T A ' S P ORT V ICE NZA,08:14.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,CAMP BE L L  Ch r i s,1969,55-59,B RIS B A NE S OUT HS IDE M A S T E RS,07:58.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,NE WMAN J o d i e,1970,55-59,M IA M IM A S T E RS S W IM M INGCLUB,07:56.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,GL AUBI T Z  S u s a n n e,1970,55-59,C.D.NONA DA M OS,07:52.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,WA L L A C E  V i c t o r i a,1968,55-59,COA S T S W IM T E A M,07:31.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,WY P Y C H - S T A S Z E WS K A  I z a b e l,1970,55-59,M IE DZYS ZK OLNYUCZNIOW S K IZGIE RZ,07:06.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,PI I  Anne - Sof i e,1970,55-59,S V OM M E K LUB B E NFRE M ODE NS E,07:04.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,FUKUOKA Ky ok o,1969,55-59,M E RM A IDK UM A M OT O,06:58.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,HE RNANDE Z  G O ME Z  Cl a u d i a,1969,55-59,A QUA ROLOS,06:49.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,MA C K I N N O N  A i l e e n  Ma r y,1966,55-59,B E LGRA V IA M A S T E RS S W IM T E A M,06:42.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,JONES Sar a Hawt r ey,1968,55-59,S A NT A ROS A M A S T E RS,06:35.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,HE NDE RS O N An n e  Ma r y,1968,55-59,HOB A RT A QUA T ICM A S T E RS,06:29.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,BE AV E R S h a r o n,1967,55-59,A DE LA IDE M A S T E RS,06:26.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,15,SCHROCK Ur s ul a,1966,55-59,S GRE GIOFRE IB URG,06:23.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,16,CHAP DE L AI NE  J o s e e,1967,55-59,CNM ONT RE A L-NORD,06:10.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,17,STUHR Sa ndr a,1968,55-59,S GW IS T E,06:08.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,18,VAN BON- ROSENBRAND Li di a,1970,55-59,ZP CA M E RS FOORT,05:57.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,19,MA L T I N T I  Ma n u e l a,1969,55-59,NUOT OV A LDINIE V OLE,05:52.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,20,THI E LE MANN Cl a udi a,1968,55-59,S GB A YE R,05:49.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,TANAKA Mi k i,1975,50-54,S P HIDA M A RINO-OK A,07:41.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,VAN LI NDT Ka t hy,1971,50-54,CNS P ORT CIT YW OLUW E,07:39.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,KO NI J N Na t h a s j a,1971,50-54,GZCDONK,07:34.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,DI  BART O L O ME O  Az z u r r a,1973,50-54,NUOT OCLUB FIRE NZE,07:30.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,BO Y KO  O k s a n a,1975,50-54,W OLFP A CK S P ORT CLUB,06:25.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,NAMAS E  Y u k o,1973,50-54,NA NIW A M E RM A ID,06:25.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,VI LA FORTUNY Ma r t a,1972,50-54,C.E .N.CA B RE RA DE M A R,06:09.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,JANNEL LASTENNET Kar i ne,1972,50-54,DOUA RNE NE ZNA T A T ION,05:53.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,PARTRI DGE J e s s i c a,1975,50-54,S T ROUDM A S T E RS S C,05:48.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,DUQ UE  CO RRE A Di a n a,1972,50-54,P A RA GUA YM A S T E RS,05:48.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,MC L E A N  J a n e t  F r a n c e s,1973,50-54,CA RNE GIE S C,05:47.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,NAG AS AWA As u k a,1980,45-49,E IOK A IOS A K I,07:30.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,AL L E G RE T T I  J e n,1979,45-49,S W IM ONT A RIOM A S T E RS,07:20.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,KRE ME R Ut e,1978,45-49,S GE RK E LE NZ-HUCK E LHOV E N,07:20.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,MA E MO T O  Ma k i k o,1978,45-49,S A NDIE GOS W IM M A S T E RS,07:05.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,HO KKANE N S a n n a,1977,45-49,E S P OONK ILP A UINT I,06:49.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,DI CKI NS O N Amy,1978,45-49,LE ICHHA RDT M A S T E RS S C,06:42.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,SZELAGOWSKA Ka t a r z y na,1979,45-49,M IE DZYS ZK OLNYUCZNIOW S K IZGIE RZ,06:37.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,BUS S AC Ka t y,1978,45-49,S NLE NS,06:22.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,SANTI DRI AN TOMI LLO La ur a,1977,45-49,RE A LCA NOE N.C.,06:19.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,RE E D F i o n a,1976,45-49,NORT HS YDNE YM A S T E RS S C,06:05.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,BO RRE L L O  Cl i z i a,1976,45-49,NA T A T IOM A S T E RT E A M,05:58.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,TAM Al i s on Ma i  Li ng,1978,45-49,HONGK ONGFOOT B A LLCLUB,05:56.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,ME R E N D A  E l i z a b e t h,1980,45-49,T UGGE RA NONGM A S T E RS S W .A CT,05:51.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,BARAV AL L E  S i mo n a,1980,45-49,NUOT OCLUB FIRE NZE,05:47.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,15,VON REKOWSKI  Anne t t,1976,45-49,S V GE RA,05:45.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,16,KE T T E NME Y E R- RE UL AND Ca r o,1978,45-49,S CLE DA UP HINE T T E LB RUCK,05:43.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,17,LAN Zhuohong,1977,45-49,T ONGP OW E RM A S T E RS,05:40.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,18,SASAKI  Yuk a,1980,45-49,K A CHOS UIGE T S U,05:33.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,WU  K u e i - Y i,1983,40-44,HA IYE NA QUA T ICS M A S T E RCLUB,07:12.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,LI  Zhi j i a,1984,40-44,S W ORDFIS HCLUB,07:01.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,CART E R Ha e l i e,1982,40-44,GE ORGIA NB A YS QUA LL,07:00.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,HADDAD S u z i e,1985,40-44,CA M P B E LLT OW NA US S IM A S T E RS S C,06:57.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,O' CONNOR Ka t h e r i n e  L o u i s,1984,40-44,S URRE YP A RK S E A HORS E S M A S T E RS,06:51.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,O' CONNE L L  Me g h a n,1984,40-44,COA S T S W IM T E A M,06:45.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,WI L L I A M S  M e l i n d a,1981,40-44,NE W E NGLA NDM A S T E RS S W IM CLUB,06:35.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,FLUCHAI RE  E t he l,1985,40-44,A QUA T ICCLUB A NDS W IM,06:34.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,WE B E R  B r i t t a,1982,40-44,S V NE V IGE S,06:30.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,RUE DA Ma r c e l a,1982,40-44,S A NT A ROS A M A S T E RS,06:21.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,GRE GORY  Co u r t n e y,1982,40-44,CA LGA RYM A S T E RS S W IM CLUB,06:16.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,ZHANG Mi a o,1985,40-44,LUCK YS P LA S HS W IM M INGCLUB,06:10.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,CAT T E L AN Da n i e l a,1983,40-44,S CHW IM M V E RE INB E IDE RB A S E L,06:04.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,FRE E S  He a t he r  Ma r i e,1983,40-44,LONE S T A RM A S T E RS,05:47.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,15,BE CKMANN Ca r l a,1984,40-44,W FR.B IE LE FE LD1922,05:44.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,16,DUMO NT  E mi l i e,1985,40-44,A M S LFRE J US,05:37.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,17,HE RMI DA Bl a n c a,1981,40-44,C.N.FE RROL,05:32.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,18,MU R P H Y  T r a c e y,1985,40-44,GIP P S LA NDFLIP P E RS M A S T E RS S W .,05:29.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,19,FE LFOLDI  V i k t or i a,1985,40-44,IRONS W IM K FT .,05:26.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,20,FUJ I NO Ma i k o,1983,40-44,T A K US HOK UUNIV E RS IT YS T A FF,04:58.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,NI S BE T - MCI NT O S H S a r a h,1988,35-39,LE W E S S C,06:43.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,SUAREZ TAPPANI  J ul i e t a  S,1989,35-39,CLA RE M ONT M A S T E RS,06:33.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,BI ANCHI  V e r o n i c a,1987,35-39,NUOT OCLUB FIRE NZE,06:07.9,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,HO L MAN Ma r y,1986,35-39,ROCK YM OUNT A INRE GIONA LM A S T E RS,06:07.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,POCERVI NA J i l,1990,35-39,S W IM M INGLUXE M B OURG,06:04.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,NE UL O H- S T E I N An n  Kr i s t i n,1989,35-39,GIE S S E NE RS V 1923,05:59.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,HO L MAN S a r a,1986,35-39,ROCK YM OUNT A INRE GIONA LM A S T E RS,05:56.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,MC I N T O S H  K e l l y,1989,35-39,S ILV E RCIT YB LUE S M A S T E RS S C,05:49.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,TROTTE R S ophi e,1989,35-39,ROYA LA IRFORCE S W IM T E A M,05:46.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,SJ OHOLM Chr i s t i na,1986,35-39,HONGK ONGFOOT B A LLCLUB,05:40.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,ZI MME RMANN S a bi ne,1986,35-39,A A CHE NE RS V 06,05:33.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,BAL S ANO  V e r o n i c a,1987,35-39,P A RA GUA YM A S T E RS,04:59.7,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,MI L N E R  N a t a l y a,1992,30-34,RE GINA M A S T E RS S W IM CLUB,06:38.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,RO S S  Ka t e,1991,30-34,S T A NFORDM A S T E RS S W IM M ING,06:20.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,CURRE L L  Ki mb e r l e e,1994,30-34,W E T T ONE S S W IM M INGCLUB,06:10.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,BURT O N Ma r i a n a,1994,30-34,A QUA T ICCLUB A NDS W IM,06:05.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,BO UF F E  T a n y a,1991,30-34,S YNE RGYM A S T E RS S W IM M INGCLUB,06:02.1,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,ELGHANDOUR Na da  Ma gdy  Mo,1992,30-34,A L-A HLY,05:54.4,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,HO ME Y E R De i k e,1991,30-34,S GW IS T E,05:52.3,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,8,RI MME RMAN E l e a n o r,1995,30-34,OHIOS P LA S H,05:51.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,9,TS UBAKI  Ri s a,1992,30-34,CA M E LLIA S W IM T E A M,05:51.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,10,BO WDE N Ke l l y  Ri c h e l l e,1994,30-34,CA M P B E LLT OW NA US S IM A S T E RS S C,05:37.2,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,11,BRAG HI NI  F r a n c e s c a,1994,30-34,A QUA RE A L,05:30.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,12,IWATA Hikaru,1991,30-34,P IGROS,05:30.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,13,MO R I  Ma y u,1993,30-34,RA RINA NT E S NIS HIK OK UB UNJ I,05:19.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,14,ARNO L D Al l i s o n,1992,30-34,T HE OLYM P ICCLUB,05:15.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,1,KANG  Y u n h y e,1998,25-29,LE T S S W IM K ORE A,06:27.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,2,VARGAS GONZALEZ Pe ne l ope,1996,25-29,S NA CIW E LLNE S S CLUB,06:27.0,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,3,RO E S S L E R S a r a h,1997,25-29,DRE S DNE RS C1898,06:07.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,4,RAMI RE Z  G UT I E RRE Z  Ar a c e l,1996,25-29,CLUB CA S A B LA NCA,06:06.8,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,5,LE QUI TTE - - CHARRANS OL P e r,1996,25-29,V GA S T -M A UR,06:06.5,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,6,PEREZ PEI RATS Be a t r i z,1999,25-29,C.N.M E DIT E RRA NE OV A LE NCIA,06:01.6,Women,400m,IndividualMedley,,,,
400m IndividualMedleyWomen,7,WA N G  M i n g q i,1999,25-29,B E IJ INGHONGS HA NZHONGCHE NGS C,05:55.7,Women,400m,IndividualMedley,,,,
